Close,Datetime
2267,2025-02-11 09:15:00+05:30
2276.449951,2025-02-11 09:30:00+05:30
2258.649902,2025-02-11 09:45:00+05:30
2253.449951,2025-02-11 10:00:00+05:30
2251.899902,2025-02-11 10:15:00+05:30
2244.300049,2025-02-11 10:30:00+05:30
2241.75,2025-02-11 10:45:00+05:30
2240.600098,2025-02-11 11:00:00+05:30
2239.850098,2025-02-11 11:15:00+05:30
2246.600098,2025-02-11 11:30:00+05:30
2252.850098,2025-02-11 11:45:00+05:30
2254.149902,2025-02-11 12:00:00+05:30
2254,2025-02-11 12:15:00+05:30
2253,2025-02-11 12:30:00+05:30
2247.75,2025-02-11 12:45:00+05:30
2236.050049,2025-02-11 13:00:00+05:30
2245.050049,2025-02-11 13:15:00+05:30
2241.5,2025-02-11 13:30:00+05:30
2231.25,2025-02-11 13:45:00+05:30
2237,2025-02-11 14:00:00+05:30
2229,2025-02-11 14:15:00+05:30
2229.600098,2025-02-11 14:30:00+05:30
2231.300049,2025-02-11 14:45:00+05:30
2241.300049,2025-02-11 15:00:00+05:30
2240.850098,2025-02-11 15:15:00+05:30
2210.449951,2025-02-12 09:15:00+05:30
2204.600098,2025-02-12 09:30:00+05:30
2196,2025-02-12 09:45:00+05:30
2191.050049,2025-02-12 10:00:00+05:30
2200.100098,2025-02-12 10:15:00+05:30
2205.100098,2025-02-12 10:30:00+05:30
2209.649902,2025-02-12 10:45:00+05:30
2212.600098,2025-02-12 11:00:00+05:30
2221.649902,2025-02-12 11:15:00+05:30
2223.899902,2025-02-12 11:30:00+05:30
2226.449951,2025-02-12 11:45:00+05:30
2234.699951,2025-02-12 12:00:00+05:30
2225.75,2025-02-12 12:15:00+05:30
2225.850098,2025-02-12 12:30:00+05:30
2229,2025-02-12 12:45:00+05:30
2234.649902,2025-02-12 13:00:00+05:30
2231.899902,2025-02-12 13:15:00+05:30
2231.149902,2025-02-12 13:30:00+05:30
2224.5,2025-02-12 13:45:00+05:30
2223.800049,2025-02-12 14:00:00+05:30
2223.850098,2025-02-12 14:15:00+05:30
2225.75,2025-02-12 14:30:00+05:30
2223.149902,2025-02-12 14:45:00+05:30
2227.899902,2025-02-12 15:00:00+05:30
2228.800049,2025-02-12 15:15:00+05:30
2221.600098,2025-02-13 09:15:00+05:30
2228.449951,2025-02-13 09:30:00+05:30
2235.5,2025-02-13 09:45:00+05:30
2232.5,2025-02-13 10:00:00+05:30
2232.899902,2025-02-13 10:15:00+05:30
2236.350098,2025-02-13 10:30:00+05:30
2237.5,2025-02-13 10:45:00+05:30
2239,2025-02-13 11:00:00+05:30
2237.600098,2025-02-13 11:15:00+05:30
2238,2025-02-13 11:30:00+05:30
2244.800049,2025-02-13 11:45:00+05:30
2243.699951,2025-02-13 12:00:00+05:30
2243.149902,2025-02-13 12:15:00+05:30
2245.149902,2025-02-13 12:30:00+05:30
2245.149902,2025-02-13 12:45:00+05:30
2239.75,2025-02-13 13:00:00+05:30
2245.199951,2025-02-13 13:15:00+05:30
2235.699951,2025-02-13 13:30:00+05:30
2235.550049,2025-02-13 13:45:00+05:30
2236.399902,2025-02-13 14:00:00+05:30
2241.25,2025-02-13 14:15:00+05:30
2233,2025-02-13 14:30:00+05:30
2236.699951,2025-02-13 14:45:00+05:30
2235.800049,2025-02-13 15:00:00+05:30
2231.949951,2025-02-13 15:15:00+05:30
2225.550049,2025-02-14 09:15:00+05:30
2237.100098,2025-02-14 09:30:00+05:30
2234.5,2025-02-14 09:45:00+05:30
2229.399902,2025-02-14 10:00:00+05:30
2228.199951,2025-02-14 10:15:00+05:30
2225,2025-02-14 10:30:00+05:30
2224.550049,2025-02-14 10:45:00+05:30
2222.600098,2025-02-14 11:00:00+05:30
2205.449951,2025-02-14 11:15:00+05:30
2215,2025-02-14 11:30:00+05:30
2217.699951,2025-02-14 11:45:00+05:30
2211.800049,2025-02-14 12:00:00+05:30
2214.050049,2025-02-14 12:15:00+05:30
2215.550049,2025-02-14 12:30:00+05:30
2218,2025-02-14 12:45:00+05:30
2211.75,2025-02-14 13:00:00+05:30
2221,2025-02-14 13:15:00+05:30
2219.149902,2025-02-14 13:30:00+05:30
2217.199951,2025-02-14 13:45:00+05:30
2218.5,2025-02-14 14:00:00+05:30
2221.550049,2025-02-14 14:15:00+05:30
2233.350098,2025-02-14 14:30:00+05:30
2224.949951,2025-02-14 14:45:00+05:30
2233.199951,2025-02-14 15:00:00+05:30
2224.949951,2025-02-14 15:15:00+05:30
2246.5,2025-02-17 09:15:00+05:30
2241.649902,2025-02-17 09:30:00+05:30
2246.949951,2025-02-17 09:45:00+05:30
2246,2025-02-17 10:00:00+05:30
2252.550049,2025-02-17 10:15:00+05:30
2255,2025-02-17 10:30:00+05:30
2247.75,2025-02-17 10:45:00+05:30
2237.850098,2025-02-17 11:00:00+05:30
2240,2025-02-17 11:15:00+05:30
2245.5,2025-02-17 11:30:00+05:30
2248,2025-02-17 11:45:00+05:30
2243.25,2025-02-17 12:00:00+05:30
2246.699951,2025-02-17 12:15:00+05:30
2251.75,2025-02-17 12:30:00+05:30
2255.850098,2025-02-17 12:45:00+05:30
2254,2025-02-17 13:00:00+05:30
2257.550049,2025-02-17 13:15:00+05:30
2255.649902,2025-02-17 13:30:00+05:30
2249.350098,2025-02-17 13:45:00+05:30
2248.649902,2025-02-17 14:00:00+05:30
2249,2025-02-17 14:15:00+05:30
2252.050049,2025-02-17 14:30:00+05:30
2252.25,2025-02-17 14:45:00+05:30
2254.5,2025-02-17 15:00:00+05:30
2249,2025-02-17 15:15:00+05:30
